grid_id,grid_x,grid_y,year,week,week_of_season,fire_count_raw,fire_count_weighted,fire_count_filtered,fire_count_last_week,same_week_last_year,3yr_avg,neighbor_fires_last_week,neighbor_fires_last_year,avg_frp,avg_brightness,night_fire_pct,avg_confidence
6_1,6,1,2020,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2020,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,,,,
6_1,6,1,2020,44,5,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,,,,
6_1,6,1,2020,45,6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,
6_1,6,1,2020,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,,
6_1,6,1,2020,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2020,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2021,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2021,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2021,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,,,,
6_1,6,1,2021,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.63,1.24,,,,
6_1,6,1,2021,44,5,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,,,,
6_1,6,1,2021,45,6,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.6,0.3,,,,
6_1,6,1,2021,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2021,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2021,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2022,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2022,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2022,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,,,,
6_1,6,1,2022,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,,,,
6_1,6,1,2022,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,
6_1,6,1,2022,45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,
6_1,6,1,2022,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2022,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
