grid_id,year,week_of_season,fire_count,fire_count_last_week,same_week_last_year,3yr_avg,neighbor_fire_count,avg_frp,avg_brightness,night_fire_pct,avg_confidence
16_8,2021,8,6,11.0,13.0,8.333333333333334,12,11.951666666666666,335.5933333333333,0.0,67.16666666666667
16_8,2022,4,7,0.0,15.0,6.333333333333333,55,18.30857142857143,328.13428571428574,0.0,65.28571428571429
16_8,2022,5,44,7.0,64.0,35.666666666666664,342,8.807045454545454,338.0906818181818,0.0,60.40909090909091
16_8,2022,6,61,44.0,70.0,79.0,294,14.935737704918033,338.66754098360656,0.0,63.21311475409836
16_8,2022,7,18,61.0,11.0,26.333333333333332,117,8.33222222222222,341.9611111111111,0.0,65.83333333333333
16_8,2022,8,2,18.0,6.0,8.666666666666666,9,8.695,338.43,0.0,60.0
16_8,2023,4,1,0.0,7.0,8.0,8,1.83,333.76,0.0,60.0
16_8,2023,5,6,1.0,44.0,42.666666666666664,118,6.501666666666666,332.27666666666664,0.0,58.666666666666664
16_8,2023,6,17,6.0,61.0,79.66666666666667,162,9.304705882352941,338.0335294117647,0.0,64.23529411764706
16_8,2023,7,38,17.0,18.0,29.666666666666668,221,9.155263157894737,336.6405263157895,0.0,62.76315789473684
16_8,2023,8,5,38.0,2.0,7.0,29,21.368000000000002,330.78000000000003,0.0,68.0
16_9,2018,3,3,0.0,0.0,0.0,7,10.44,329.57,0.0,59.666666666666664
16_9,2018,4,14,3.0,0.0,0.0,64,10.75,340.76714285714286,0.0,68.28571428571429
16_9,2018,5,42,14.0,0.0,0.0,257,12.681904761904761,334.6483333333333,0.0,62.714285714285715
16_9,2018,6,96,42.0,0.0,0.0,635,9.178333333333333,339.7707291666667,0.0,62.6875
16_9,2018,7,37,96.0,0.0,0.0,271,9.507297297297297,337.90216216216214,0.0,63.270270270270274
16_9,2018,8,1,37.0,0.0,0.0,42,3.05,332.22,0.0,60.0
16_9,2019,4,9,0.0,14.0,14.0,47,6.257777777777778,338.1022222222222,0.0,60.22222222222222
16_9,2019,5,32,9.0,42.0,42.0,162,11.74,333.54875,0.0,63.3125
16_9,2019,6,86,32.0,96.0,96.0,569,12.156046511627908,339.2382558139535,0.0,63.54651162790697
16_9,2019,7,1,86.0,37.0,37.0,35,3.35,340.18,0.0,60.0
16_9,2019,8,8,1.0,1.0,1.0,42,9.25125,327.755,0.0,69.0
16_9,2020,4,2,0.0,9.0,11.5,30,20.505,354.56,0.0,60.0
16_9,2020,5,21,2.0,32.0,37.0,202,5.978571428571429,339.4157142857143,0.0,61.42857142857143
16_9,2020,6,90,21.0,86.0,91.0,673,12.61288888888889,340.74888888888887,0.0,64.5111111111111
16_9,2020,7,62,90.0,1.0,19.0,507,8.724677419354839,336.9948387096774,0.0,62.45161290322581
16_9,2020,8,16,62.0,8.0,4.5,87,7.118125,335.599375,0.0,60.125
16_9,2020,9,1,16.0,0.0,0.0,0,4.62,353.1,0.0,60.0
16_9,2021,3,5,0.0,0.0,3.0,18,7.802,338.19,0.0,60.0
16_9,2021,4,14,5.0,2.0,8.333333333333334,129,9.149285714285714,332.3528571428571,0.0,59.785714285714285
16_9,2021,5,59,14.0,21.0,31.666666666666668,510,10.556440677966103,336.42322033898307,0.0,62.389830508474574
16_9,2021,6,88,59.0,90.0,90.66666666666667,649,13.084318181818183,337.59102272727273,0.0,62.88636363636363
16_9,2021,7,22,88.0,62.0,33.333333333333336,145,9.09909090909091,340.98636363636365,0.0,68.27272727272727
16_9,2021,8,2,22.0,16.0,8.333333333333334,15,4.34,337.41999999999996,0.0,60.0
16_9,2022,4,11,0.0,14.0,8.333333333333334,69,10.407272727272728,340.70272727272726,0.0,63.09090909090909
16_9,2022,5,56,11.0,59.0,37.333333333333336,353,10.365178571428572,334.2608928571429,0.0,62.642857142857146
16_9,2022,6,48,56.0,88.0,88.0,323,11.628333333333332,336.9977083333333,0.0,61.4375
16_9,2022,7,11,48.0,22.0,28.333333333333332,170,8.444545454545455,337.48818181818183,0.0,60.90909090909091
16_9,2022,8,3,11.0,2.0,8.666666666666666,11,17.373333333333335,327.87,0.0,69.66666666666667
16_9,2023,4,1,0.0,11.0,9.0,9,4.03,339.16,0.0,60.0
16_9,2023,5,13,1.0,56.0,45.333333333333336,107,10.71923076923077,335.0153846153846,0.0,59.61538461538461
16_9,2023,6,22,13.0,48.0,75.33333333333333,121,6.510454545454545,336.735,0.0,60.72727272727273
16_9,2023,7,42,22.0,11.0,31.666666666666668,185,8.321428571428571,335.5945238095238,0.0,61.142857142857146
16_9,2023,8,6,42.0,3.0,7.0,25,9.826666666666666,320.71166666666664,0.0,65.5
17_0,2018,3,6,0.0,0.0,0.0,13,6.071666666666666,338.47333333333336,0.0,60.0
17_0,2018,4,14,6.0,0.0,0.0,72,7.4314285714285715,337.245,0.0,59.42857142857143
17_0,2018,5,27,14.0,0.0,0.0,84,5.992222222222222,334.59703703703707,0.0,60.148148148148145
17_0,2018,6,20,27.0,0.0,0.0,114,6.456,335.35,0.0,60.5
17_0,2018,7,12,20.0,0.0,0.0,31,7.328333333333333,337.8675,0.0,64.33333333333333
17_0,2018,8,4,12.0,0.0,0.0,8,8.965,332.625,0.0,62.25
17_0,2019,3,6,0.0,6.0,6.0,18,13.741666666666667,353.23499999999996,0.0,70.0
17_0,2019,4,13,6.0,14.0,14.0,81,4.837692307692308,336.4269230769231,0.0,60.46153846153846
17_0,2019,5,20,13.0,27.0,27.0,62,6.551,336.704,0.0,61.05
17_0,2019,6,15,20.0,20.0,20.0,63,7.9206666666666665,335.57866666666666,0.0,64.26666666666667
17_0,2019,7,3,15.0,12.0,12.0,13,7.773333333333333,342.8533333333333,0.0,60.0
17_0,2019,8,4,3.0,4.0,4.0,6,4.4975000000000005,339.125,0.0,60.0
17_0,2020,2,2,0.0,0.0,0.0,1,4.8149999999999995,333.74,0.0,60.0
17_0,2020,3,2,2.0,6.0,6.0,24,6.53,334.22,0.0,60.0
17_0,2020,4,22,2.0,13.0,13.5,40,9.43409090909091,335.86136363636365,0.0,62.22727272727273
17_0,2020,5,22,22.0,20.0,23.5,74,6.29,335.1872727272727,0.0,63.36363636363637
17_0,2020,6,10,22.0,15.0,17.5,80,10.034,334.643,0.0,62.2
17_0,2020,7,20,10.0,3.0,7.5,50,7.37,338.352,0.0,64.05
17_0,2021,2,2,0.0,2.0,2.0,2,4.8100000000000005,340.265,0.0,60.0
17_0,2021,3,7,2.0,2.0,4.666666666666667,25,6.424285714285714,337.9028571428571,0.0,60.0
17_0,2021,4,16,7.0,22.0,16.333333333333332,78,6.80875,340.080625,0.0,62.0
17_0,2021,5,24,16.0,22.0,23.0,129,9.302916666666667,335.89958333333334,0.0,62.75
17_0,2021,6,22,24.0,10.0,15.0,99,8.453636363636363,336.3218181818182,0.0,60.40909090909091
17_0,2021,7,8,22.0,20.0,11.666666666666666,30,8.73375,326.93125000000003,0.0,64.5
17_0,2022,2,2,0.0,2.0,2.0,2,4.355,331.46500000000003,0.0,60.0
17_0,2022,3,3,2.0,7.0,5.0,13,3.3266666666666667,334.41333333333336,0.0,60.0
17_0,2022,4,9,3.0,16.0,17.0,61,4.8933333333333335,334.65777777777777,0.0,59.77777777777778
17_0,2022,5,9,9.0,24.0,22.0,85,6.88,338.07,0.0,60.0
17_0,2022,6,14,9.0,22.0,15.666666666666666,42,5.78,333.2064285714286,0.0,60.142857142857146
17_0,2022,7,4,14.0,8.0,10.333333333333334,33,3.7600000000000002,337.4325,0.0,60.0
17_0,2023,2,3,0.0,2.0,2.0,11,3.35,337.02666666666664,0.0,60.0
17_0,2023,3,3,3.0,3.0,4.0,6,5.853333333333333,338.4533333333333,0.0,67.33333333333333
17_0,2023,4,5,3.0,9.0,15.666666666666666,48,10.872,328.452,0.0,60.8
17_0,2023,5,8,5.0,9.0,18.333333333333332,69,3.5062499999999996,332.22875,0.0,60.0
17_0,2023,6,6,8.0,14.0,15.333333333333334,36,4.008333333333334,336.515,0.0,60.0
17_0,2023,7,1,6.0,4.0,10.666666666666666,18,3.25,341.4,0.0,60.0
17_0,2023,8,1,1.0,0.0,4.0,3,3.44,331.4,0.0,60.0
17_1,2018,3,2,0.0,0.0,0.0,21,3.4299999999999997,337.53499999999997,0.0,60.0
17_1,2018,4,20,2.0,0.0,0.0,88,6.881,336.17199999999997,0.0,60.95
17_1,2018,5,21,20.0,0.0,0.0,119,8.41047619047619,338.1804761904762,0.0,60.857142857142854
17_1,2018,6,24,21.0,0.0,0.0,128,8.489583333333334,342.96875,0.0,65.25
17_1,2018,7,3,24.0,0.0,0.0,42,2.766666666666667,332.5133333333333,0.0,60.0
17_1,2019,3,4,0.0,2.0,2.0,23,9.735,338.96500000000003,0.0,60.0
17_1,2019,4,33,4.0,20.0,20.0,73,8.14030303030303,341.4521212121212,0.0,64.75757575757575
17_1,2019,5,21,33.0,21.0,21.0,90,11.731904761904762,338.1114285714286,0.0,62.76190476190476
17_1,2019,6,15,21.0,24.0,24.0,87,9.528666666666668,338.27666666666664,0.0,62.666666666666664
17_1,2019,7,1,15.0,3.0,3.0,19,5.27,341.73,0.0,60.0
17_1,2020,3,7,0.0,4.0,3.0,28,7.0200000000000005,333.70428571428573,0.0,61.42857142857143
17_1,2020,4,11,7.0,33.0,26.5,67,11.134545454545453,339.0845454545455,0.0,60.0
17_1,2020,5,25,11.0,21.0,21.0,102,7.636800000000001,337.5856,0.0,65.2
17_1,2020,6,20,25.0,15.0,19.5,105,8.994,336.9325,0.0,61.25
17_1,2020,7,13,20.0,1.0,2.0,68,7.100769230769231,334.7607692307692,0.0,63.61538461538461
17_1,2020,8,2,13.0,0.0,0.0,12,2.76,333.46500000000003,0.0,60.0
17_1,2020,9,1,2.0,0.0,0.0,0,5.26,335.13,0.0,60.0
17_1,2021,3,9,0.0,7.0,4.333333333333333,26,8.262222222222222,340.43111111111114,0.0,64.66666666666667
17_1,2021,4,21,9.0,11.0,21.333333333333332,79,13.143333333333333,338.26190476190476,0.0,62.23809523809524
17_1,2021,5,39,21.0,25.0,22.333333333333332,142,7.737948717948718,337.6576923076923,0.0,62.43589743589744
17_1,2021,6,20,39.0,20.0,19.666666666666668,124,4.487,336.053,0.0,59.65
17_1,2021,7,6,20.0,13.0,5.666666666666667,40,5.196666666666666,339.3383333333333,0.0,60.0
17_1,2021,8,3,6.0,2.0,2.0,6,14.14,321.1066666666666,0.0,62.666666666666664
17_1,2022,3,3,0.0,9.0,6.666666666666667,13,3.6566666666666667,333.0466666666667,0.0,60.0
17_1,2022,4,20,3.0,21.0,21.666666666666668,60,8.187000000000001,337.2765,0.0,61.2
17_1,2022,5,15,20.0,39.0,28.333333333333332,104,4.998666666666667,337.228,0.0,60.333333333333336
17_1,2022,6,9,15.0,20.0,18.333333333333332,63,6.916666666666667,334.68,0.0,60.0
17_1,2022,7,3,9.0,6.0,6.666666666666667,46,3.4,347.58666666666664,0.0,70.0
17_1,2022,8,3,3.0,3.0,2.5,16,3.383333333333333,337.8,0.0,60.0
17_1,2023,2,5,0.0,0.0,0.0,10,4.596,335.738,0.0,60.0
17_1,2023,3,6,5.0,3.0,6.333333333333333,4,6.076666666666667,340.15166666666664,0.0,65.0
17_1,2023,4,16,6.0,20.0,17.333333333333332,44,6.14875,332.3425,0.0,60.375
17_1,2023,5,14,16.0,15.0,26.333333333333332,78,7.009285714285714,334.17857142857144,0.0,61.92857142857143
17_1,2023,6,8,14.0,9.0,16.333333333333332,45,8.5125,329.80875,0.0,61.125
17_10,2018,4,7,0.0,0.0,0.0,66,9.497142857142858,338.8442857142857,0.0,63.57142857142857
17_10,2018,5,26,7.0,0.0,0.0,203,7.719615384615385,331.8961538461538,0.0,60.57692307692308
17_10,2018,6,73,26.0,0.0,0.0,668,7.77958904109589,334.3082191780822,0.0,61.42465753424658
17_10,2018,7,34,73.0,0.0,0.0,316,11.248529411764705,334.69676470588234,0.0,63.3235294117647
17_10,2018,8,5,34.0,0.0,0.0,61,8.106,331.546,0.0,64.6
17_10,2019,4,4,0.0,7.0,7.0,54,5.467499999999999,338.265,0.0,60.0
17_10,2019,5,14,4.0,26.0,26.0,156,8.007857142857143,337.26214285714286,0.0,60.5
17_10,2019,6,64,14.0,73.0,73.0,565,8.62296875,338.20921875,0.0,62.140625
17_10,2019,8,5,64.0,5.0,5.0,39,21.454,335.764,0.0,68.8
17_10,2020,4,4,0.0,4.0,5.5,37,13.405,341.7925,0.0,60.0
17_10,2020,5,19,4.0,14.0,20.0,267,18.36,338.6815789473684,0.0,64.78947368421052
17_10,2020,6,94,19.0,64.0,68.5,689,10.648617021276596,338.33500000000004,0.0,63.361702127659576
17_10,2020,7,65,94.0,0.0,34.0,483,8.207230769230769,336.3983076923077,0.0,61.92307692307692
17_10,2020,8,5,65.0,5.0,5.0,73,9.914,325.508,0.0,61.0
17_10,2021,3,7,0.0,0.0,0.0,20,8.024285714285714,334.0385714285714,0.0,62.285714285714285
17_10,2021,4,19,7.0,4.0,5.0,161,6.796842105263157,340.80368421052634,0.0,65.26315789473684
17_10,2021,5,85,19.0,19.0,19.666666666666668,524,12.087411764705884,337.0845882352941,0.0,62.94117647058823
17_10,2021,6,82,85.0,94.0,77.0,687,7.938658536585367,337.37939024390244,0.0,60.6219512195122
17_10,2021,7,23,82.0,65.0,49.5,114,11.211304347826088,338.64521739130436,0.0,64.1304347826087
17_10,2021,8,2,23.0,5.0,5.0,5,3.205,334.75,0.0,60.0
17_10,2022,3,1,0.0,7.0,7.0,3,14.66,332.7,0.0,60.0
17_10,2022,4,17,1.0,19.0,9.0,54,8.83764705882353,337.2047058823529,0.0,64.11764705882354
17_10,2022,5,41,17.0,85.0,39.333333333333336,328,6.361219512195122,335.3780487804878,0.0,61.829268292682926
17_10,2022,6,30,41.0,82.0,80.0,327,6.433666666666666,336.81333333333333,0.0,61.166666666666664
17_10,2022,7,22,30.0,23.0,40.666666666666664,145,9.784545454545453,331.11545454545455,0.0,62.36363636363637
17_10,2022,8,2,22.0,2.0,4.0,19,5.430000000000001,324.65999999999997,0.0,63.0
17_10,2022,9,1,2.0,0.0,0.0,0,25.3,315.0,0.0,69.0
17_10,2023,4,3,0.0,17.0,13.333333333333334,18,4.86,346.93666666666667,0.0,70.0
17_10,2023,5,18,3.0,41.0,48.333333333333336,87,8.090555555555556,335.865,0.0,61.77777777777778
17_10,2023,6,15,18.0,30.0,68.66666666666667,161,6.906000000000001,331.57933333333335,0.0,61.4
17_10,2023,7,25,15.0,22.0,36.666666666666664,248,7.1812000000000005,336.04040000000003,0.0,60.84
17_10,2023,8,1,25.0,2.0,3.0,39,4.68,332.24,0.0,60.0
17_11,2018,4,4,0.0,0.0,0.0,39,16.125,323.2125,0.0,64.0
17_11,2018,5,17,4.0,0.0,0.0,162,9.788235294117648,330.76176470588234,0.0,64.41176470588235
17_11,2018,6,60,17.0,0.0,0.0,638,8.086,340.2101666666667,0.0,61.53333333333333
17_11,2018,7,51,60.0,0.0,0.0,276,9.534705882352942,336.8433333333333,0.0,61.1764705882353
17_11,2018,8,12,51.0,0.0,0.0,77,11.536666666666667,332.5491666666667,0.0,67.41666666666667
17_11,2019,4,1,0.0,4.0,4.0,14,2.68,335.76,0.0,60.0
17_11,2019,5,3,1.0,17.0,17.0,116,3.3966666666666665,334.18333333333334,0.0,60.0
17_11,2019,6,49,3.0,60.0,60.0,500,8.188571428571429,337.22591836734694,0.0,63.06122448979592
17_11,2019,7,12,49.0,51.0,51.0,22,4.075833333333333,337.4066666666667,0.0,60.0
17_11,2019,8,5,12.0,12.0,12.0,35,9.668000000000001,331.19,0.0,65.4
17_11,2020,4,2,0.0,1.0,2.5,22,8.865,334.23,0.0,57.5
17_11,2020,5,5,2.0,3.0,10.0,199,8.203999999999999,339.294,0.0,60.0
17_11,2020,6,53,5.0,49.0,54.5,708,10.252641509433962,338.10377358490564,0.0,61.56603773584906
17_11,2020,7,68,53.0,12.0,31.5,476,10.62205882352941,337.31132352941177,0.0,62.38235294117647
17_11,2020,8,8,68.0,5.0,8.5,56,9.98,333.45625,0.0,62.625
17_11,2021,5,47,0.0,5.0,8.333333333333334,520,10.600212765957446,337.283829787234,0.0,61.51063829787234
17_11,2021,6,85,47.0,53.0,54.0,704,12.328941176470588,338.46717647058824,0.0,63.470588235294116
17_11,2021,7,11,85.0,68.0,43.666666666666664,126,6.224545454545455,337.48727272727274,0.0,62.09090909090909
17_11,2021,8,1,11.0,8.0,8.333333333333334,8,2.54,331.8,0.0,60.0
17_11,2022,4,3,0.0,0.0,2.3333333333333335,67,9.090000000000002,335.0733333333333,0.0,60.0
17_11,2022,5,30,3.0,47.0,18.333333333333332,316,10.295333333333334,334.08033333333333,0.0,63.9
17_11,2022,6,33,30.0,85.0,62.333333333333336,338,8.22212121212121,335.2878787878788,0.0,61.18181818181818
17_11,2022,7,23,33.0,11.0,30.333333333333332,149,8.151304347826086,332.13739130434783,0.0,61.21739130434783
17_11,2022,8,4,23.0,1.0,4.666666666666667,17,7.0725,337.3575,0.0,60.0
17_11,2023,4,2,0.0,3.0,2.0,29,11.41,336.655,0.0,60.0
17_11,2023,5,3,2.0,30.0,27.333333333333332,97,10.48,340.31333333333333,0.0,60.0
17_11,2023,6,18,3.0,33.0,57.0,135,7.686666666666667,336.43,0.0,62.666666666666664
17_11,2023,7,24,18.0,23.0,34.0,280,6.052499999999999,333.6329166666667,0.0,60.125
17_11,2023,8,4,24.0,4.0,4.333333333333333,43,20.68,327.1375,0.0,69.5
17_12,2018,3,1,0.0,0.0,0.0,7,1.35,332.34,0.0,60.0
17_12,2018,4,2,1.0,0.0,0.0,31,7.295,325.685,0.0,56.5
17_12,2018,5,19,2.0,0.0,0.0,138,7.983684210526316,335.12105263157895,0.0,62.26315789473684
17_12,2018,6,75,19.0,0.0,0.0,571,8.834,339.8213333333333,0.0,63.84
17_12,2018,7,24,75.0,0.0,0.0,250,7.3687499999999995,338.72625,0.0,61.041666666666664
17_12,2018,8,1,24.0,0.0,0.0,91,12.2,317.1,0.0,69.0
17_12,2019,5,8,0.0,19.0,19.0,114,7.5575,332.5075,0.0,60.375
17_12,2019,6,62,8.0,75.0,75.0,434,7.961774193548387,338.70403225806456,0.0,61.58064516129032
17_12,2019,7,2,62.0,24.0,24.0,35,3.925,338.765,0.0,60.0
17_12,2019,8,3,2.0,1.0,1.0,36,8.066666666666666,332.18,0.0,67.33333333333333
17_12,2020,3,1,0.0,0.0,1.0,8,2.94,336.14,0.0,60.0
17_12,2020,4,2,1.0,0.0,2.0,25,7.04,325.03999999999996,0.0,65.0
17_12,2020,5,28,2.0,8.0,13.5,189,14.554285714285713,337.36571428571426,0.0,62.25
17_12,2020,6,77,28.0,62.0,68.5,673,8.514285714285714,338.14714285714285,0.0,62.35064935064935
17_12,2020,7,39,77.0,2.0,13.0,371,8.224102564102564,338.3858974358974,0.0,62.46153846153846
17_12,2021,2,3,0.0,0.0,0.0,3,10.233333333333334,349.95,0.0,70.0
17_12,2021,3,4,3.0,1.0,1.0,28,14.89,351.465,0.0,67.5
17_12,2021,4,12,4.0,2.0,2.0,73,8.279166666666667,342.41249999999997,0.0,69.25
17_12,2021,5,52,12.0,28.0,18.333333333333332,449,10.25423076923077,337.76634615384614,0.0,61.59615384615385
17_12,2021,6,92,52.0,77.0,71.33333333333333,626,9.94032608695652,339.19423913043477,0.0,62.608695652173914
17_12,2021,7,3,92.0,39.0,21.666666666666668,101,6.390000000000001,356.1466666666667,0.0,70.0
17_12,2021,8,1,3.0,0.0,2.0,6,7.7,317.6,0.0,67.0
17_12,2022,2,1,0.0,3.0,3.0,3,2.59,333.51,0.0,60.0
17_12,2022,3,1,1.0,4.0,2.0,16,6.65,334.53,0.0,60.0
17_12,2022,4,4,1.0,12.0,5.333333333333333,60,11.7525,342.0475,0.0,60.0
17_12,2022,5,44,4.0,52.0,29.333333333333332,280,8.900227272727273,336.2361363636364,0.0,62.18181818181818
17_12,2022,6,40,44.0,92.0,77.0,319,6.220750000000001,337.495,0.0,60.85
17_12,2022,7,10,40.0,3.0,14.666666666666666,106,8.962,332.90500000000003,0.0,64.1
17_12,2023,4,4,0.0,4.0,6.0,27,7.7625,331.405,0.0,59.0
17_12,2023,5,17,4.0,44.0,41.333333333333336,75,5.69,334.4188235294118,0.0,60.0
17_12,2023,6,13,17.0,40.0,69.66666666666667,112,6.553076923076923,334.8715384615385,0.0,60.46153846153846
17_12,2023,7,37,13.0,10.0,17.333333333333332,254,6.232432432432432,334.79972972972973,0.0,62.108108108108105
17_12,2023,8,6,37.0,0.0,1.6666666666666667,47,4.726666666666667,330.26166666666666,0.0,61.5
17_13,2018,3,3,0.0,0.0,0.0,10,7.2700000000000005,334.6233333333333,0.0,60.0
17_13,2018,4,4,3.0,0.0,0.0,31,4.385,334.5425,0.0,60.0
17_13,2018,5,18,4.0,0.0,0.0,137,6.06,330.06888888888886,0.0,59.55555555555556
17_13,2018,6,58,18.0,0.0,0.0,610,6.222241379310344,336.2555172413793,0.0,62.93103448275862
17_13,2018,7,28,58.0,0.0,0.0,211,8.765357142857143,332.63714285714286,0.0,63.42857142857143
17_13,2018,8,8,28.0,0.0,0.0,72,16.42875,340.71875,0.0,62.25
17_13,2019,2,1,0.0,0.0,0.0,6,4.3,335.19,0.0,60.0
17_13,2019,4,3,1.0,4.0,4.0,24,9.883333333333333,348.32666666666665,0.0,60.0
17_13,2019,5,24,3.0,18.0,18.0,148,6.437916666666666,331.25083333333333,0.0,60.5
17_13,2019,6,51,24.0,58.0,58.0,422,9.95921568627451,336.1607843137255,0.0,62.94117647058823
17_13,2019,7,2,51.0,28.0,28.0,34,2.35,330.78,0.0,60.0
17_13,2020,1,1,0.0,0.0,0.0,2,14.76,335.07,0.0,60.0
17_13,2020,2,1,1.0,1.0,1.0,4,17.36,338.3,0.0,60.0
17_13,2020,3,1,1.0,0.0,3.0,22,10.5,317.2,0.0,64.0
17_13,2020,4,6,1.0,3.0,3.5,28,12.214999999999998,328.8883333333333,0.0,65.5
17_13,2020,5,26,6.0,24.0,21.0,213,10.13923076923077,332.4619230769231,0.0,62.46153846153846
17_13,2020,6,79,26.0,51.0,54.5,737,8.944683544303798,340.1735443037975,0.0,62.835443037974684
17_13,2020,7,33,79.0,2.0,15.0,300,9.796969696969697,336.3954545454545,0.0,61.696969696969695
17_13,2020,8,1,33.0,0.0,8.0,17,3.47,338.98,0.0,60.0
17_13,2021,3,4,0.0,1.0,2.0,34,4.9325,334.46750000000003,0.0,60.0
17_13,2021,4,17,4.0,6.0,4.333333333333333,79,5.555882352941176,334.8841176470588,0.0,62.294117647058826
17_13,2021,5,49,17.0,26.0,22.666666666666668,481,6.793265306122449,338.34591836734694,0.0,60.183673469387756
17_13,2021,6,78,49.0,79.0,62.666666666666664,636,11.051282051282051,336.12384615384616,0.0,63.41025641025641
17_13,2021,7,6,78.0,33.0,21.0,106,5.6499999999999995,334.8233333333333,0.0,61.0
17_13,2022,4,8,0.0,17.0,8.666666666666666,78,7.35125,335.17875,0.0,61.625
17_13,2022,5,26,8.0,49.0,33.0,275,6.666923076923077,337.95730769230767,0.0,62.42307692307692
17_13,2022,6,25,26.0,78.0,69.33333333333333,346,6.32,335.37480000000005,0.0,61.36
17_13,2022,7,9,25.0,6.0,13.666666666666666,63,5.47,334.36777777777775,0.0,60.111111111111114
17_13,2022,8,2,9.0,0.0,4.5,4,6.66,338.315,0.0,60.0
17_13,2023,4,3,0.0,8.0,10.333333333333334,37,4.946666666666666,335.02333333333337,0.0,60.0
17_13,2023,5,9,3.0,26.0,33.666666666666664,110,6.67,335.6455555555556,0.0,61.0
17_13,2023,6,8,9.0,25.0,60.666666666666664,97,6.6025,342.865,0.0,60.0
17_13,2023,7,33,8.0,9.0,16.0,260,6.296060606060607,336.49151515151516,0.0,59.72727272727273
17_13,2023,8,6,33.0,2.0,3.6666666666666665,52,6.211666666666666,339.37666666666667,0.0,60.0
17_14,2018,3,3,0.0,0.0,0.0,9,6.946666666666666,341.1666666666667,0.0,60.0
17_14,2018,4,5,3.0,0.0,0.0,44,15.134,331.238,0.0,62.2
17_14,2018,5,14,5.0,0.0,0.0,140,7.832857142857143,335.26928571428573,0.0,60.42857142857143
17_14,2018,6,87,14.0,0.0,0.0,550,10.959655172413793,337.7325287356322,0.0,62.241379310344826
17_14,2018,7,42,87.0,0.0,0.0,157,11.390952380952381,337.0807142857143,0.0,63.357142857142854
17_14,2018,8,14,42.0,0.0,0.0,38,10.92357142857143,330.09214285714285,0.0,64.21428571428571
17_14,2019,2,4,0.0,0.0,0.0,4,5.2825,335.51,0.0,60.75
17_14,2019,3,4,4.0,3.0,3.0,4,13.395,337.375,0.0,67.0
17_14,2019,4,8,4.0,5.0,5.0,33,9.5075,337.185,0.0,64.375
17_14,2019,5,27,8.0,14.0,14.0,140,7.095555555555556,333.9766666666667,0.0,62.03703703703704
17_14,2019,6,63,27.0,87.0,87.0,358,8.115714285714287,339.24571428571426,0.0,62.53968253968254
17_14,2019,7,1,63.0,42.0,42.0,34,3.78,336.63,0.0,60.0
17_14,2019,8,3,1.0,14.0,14.0,14,9.31,336.6466666666667,0.0,60.0
17_14,2020,3,3,0.0,4.0,3.5,19,20.293333333333333,337.66,0.0,64.33333333333333
17_14,2020,4,4,3.0,8.0,6.5,30,6.1175,338.62,0.0,60.0
17_14,2020,5,20,4.0,27.0,20.5,219,6.0120000000000005,337.139,0.0,59.75
17_14,2020,6,87,20.0,63.0,75.0,671,9.801379310344828,338.82091954022985,0.0,63.91954022988506
17_14,2020,7,39,87.0,1.0,21.5,238,10.997435897435897,339.51897435897433,0.0,66.53846153846153
17_14,2020,8,2,39.0,3.0,8.5,20,7.93,335.31,0.0,60.0
17_14,2020,9,2,2.0,0.0,0.0,3,22.4,339.695,0.0,60.0
17_14,2021,2,1,0.0,0.0,4.0,5,10.3,319.5,0.0,66.0
17_14,2021,3,1,1.0,3.0,3.3333333333333335,29,4.69,343.29,0.0,60.0
17_14,2021,4,11,1.0,4.0,5.666666666666667,86,4.434545454545455,336.72999999999996,0.0,62.81818181818182
17_14,2021,5,66,11.0,20.0,20.333333333333332,416,7.673484848484848,337.2189393939394,0.0,62.15151515151515
17_14,2021,6,93,66.0,87.0,79.0,580,11.785483870967742,337.9809677419355,0.0,62.68817204301075
17_14,2021,7,11,93.0,39.0,27.333333333333332,99,9.467272727272727,343.12,0.0,69.18181818181819
17_14,2021,8,1,11.0,2.0,6.333333333333333,0,3.87,338.17,0.0,60.0
17_14,2022,2,1,0.0,1.0,2.5,5,1.85,331.44,0.0,60.0
17_14,2022,3,6,1.0,1.0,2.6666666666666665,21,8.913333333333334,334.335,0.0,65.0
17_14,2022,4,12,6.0,11.0,7.666666666666667,65,8.275,337.0758333333333,0.0,60.166666666666664
17_14,2022,5,36,12.0,66.0,37.666666666666664,211,8.178333333333335,335.4969444444444,0.0,60.5
17_14,2022,6,31,36.0,93.0,81.0,316,12.201290322580645,334.11225806451614,0.0,64.06451612903226
17_14,2022,7,3,31.0,11.0,17.0,65,5.333333333333333,325.83,0.0,59.666666666666664
17_14,2022,9,1,3.0,0.0,2.0,0,3.65,340.41,0.0,60.0
17_14,2023,2,2,0.0,1.0,2.0,0,10.08,337.90999999999997,0.0,60.0
17_14,2023,4,2,2.0,12.0,9.0,32,4.625,340.625,0.0,60.0
17_14,2023,5,16,2.0,36.0,40.666666666666664,93,6.078125,331.6075,0.0,60.5625
17_14,2023,6,7,16.0,31.0,70.33333333333333,98,6.311428571428571,338.10714285714283,0.0,60.0
17_14,2023,7,45,7.0,3.0,17.666666666666668,191,9.528666666666668,333.53355555555555,0.0,64.35555555555555
17_14,2023,8,8,45.0,0.0,2.0,38,25.86875,332.49625000000003,0.0,70.25
17_15,2018,3,2,0.0,0.0,0.0,6,20.2,321.0,0.0,66.5
